session_id;user_id;item_id;timeframe;eventdate
13;;15110;1515801600;2018-01-13
13;;26494;1516579200;2018-01-22
13;;1;1516838400;2018-01-25
14;;1;1516752000;2018-01-24
14;;1874;1516752000;2018-01-24
15;;1;1516665600;2018-01-23
15;;10772;1516665600;2018-01-23
15;;65138;1516665600;2018-01-23
15;;65254;1516665600;2018-01-23
15;;65345;1516665600;2018-01-23
15;;91473;1516665600;2018-01-23
15;;123980;1516665600;2018-01-23
15;;145744;1516665600;2018-01-23
15;;145900;1516665600;2018-01-23
15;;289046;1516665600;2018-01-23
16;;1;1516492800;2018-01-21
16;;435;1516492800;2018-01-21
16;;72002;1516492800;2018-01-21
17;;1;1516233600;2018-01-18
17;;3712;1516233600;2018-01-18
17;;67277;1516233600;2018-01-18
18;;1;1515628800;2018-01-11
18;;5857;1515628800;2018-01-11
19;;1;1515456000;2018-01-9
19;;5580;1515456000;2018-01-9
19;;6860;1515456000;2018-01-9
19;;252853;1523059200;2018-04-7
20;;1;1514764800;2018-01-1
20;;3378;1514764800;2018-01-1
20;;7171;1514764800;2018-01-1
20;;7857;1514764800;2018-01-1
20;;15779;1514764800;2018-01-1
20;;70343;1514764800;2018-01-1
20;;71233;1514764800;2018-01-1
20;;71380;1514764800;2018-01-1
20;;81318;1514764800;2018-01-1
20;;129195;1514764800;2018-01-1
20;;192531;1514764800;2018-01-1
20;;198621;1514764800;2018-01-1
20;;252900;1514764800;2018-01-1
20;;265223;1514764800;2018-01-1
21;;89200;1516492800;2018-01-21
21;;2;1520121600;2018-03-4
22;;320514;1514851200;2018-01-2
22;;73433;1518307200;2018-02-11
22;;174267;1518307200;2018-02-11
22;;2;1519689600;2018-02-27
23;;2;1515974400;2018-01-15
23;;341;1515974400;2018-01-15
23;;97801;1515974400;2018-01-15
24;;214568;1517443200;2018-02-1
24;;3;1522886400;2018-04-5
25;;33100;1520726400;2018-03-11
25;;33100;1520726400;2018-03-11
25;;3;1522800000;2018-04-4
25;;3712;1522800000;2018-04-4
25;;67377;1522800000;2018-04-4
25;;102445;1522800000;2018-04-4
25;;125339;1522800000;2018-04-4
26;;3;1522627200;2018-04-2
26;;11;1522627200;2018-04-2
26;;133;1522627200;2018-04-2
26;;145;1522627200;2018-04-2
26;;22222;1522627200;2018-04-2
26;;24532;1522627200;2018-04-2
26;;302;1522627200;2018-04-2
27;;3;1522368000;2018-03-30
27;;16004;1522368000;2018-03-30
28;;3;1522195200;2018-03-28
28;;5076;1522195200;2018-03-28
29;;5271;1518307200;2018-02-11
29;;9692;1518307200;2018-02-11
29;;365140;1518307200;2018-02-11
29;;3;1522022400;2018-03-26
29;;501;1522022400;2018-03-26
29;;6288;1522022400;2018-03-26
29;;8100;1522022400;2018-03-26
29;;2750;1522022400;2018-03-26
29;;208918;1522022400;2018-03-26
29;;365141;1528675200;2018-06-11
30;;3;1522022400;2018-03-26
30;;11;1522022400;2018-03-26
30;;133;1522022400;2018-03-26
30;;5097;1522022400;2018-03-26
30;;5114;1522022400;2018-03-26
30;;302;1522022400;2018-03-26
31;;3;1521504000;2018-03-20
31;;10309;1521504000;2018-03-20
32;;3;1521504000;2018-03-20
32;;145;1521504000;2018-03-20
33;;4056;1515715200;2018-01-12
33;;10347;1515715200;2018-01-12
33;;14617;1515715200;2018-01-12
33;;68882;1515715200;2018-01-12
33;;3;1521417600;2018-03-19
33;;36;1521417600;2018-03-19
33;;17921;1521417600;2018-03-19
33;;164807;1521417600;2018-03-19
34;;3;1521417600;2018-03-19
34;;36;1521417600;2018-03-19
34;;145;1521417600;2018-03-19
34;;173;1521417600;2018-03-19
34;;448;1521417600;2018-03-19
34;;2230;1521417600;2018-03-19
34;;5114;1521417600;2018-03-19
34;;6291;1521417600;2018-03-19
34;;3008;1521417600;2018-03-19
34;;5076;1521417600;2018-03-19
34;;80248;1521417600;2018-03-19
34;;5753;1521417600;2018-03-19
35;;3;1521331200;2018-03-18
35;;11;1521331200;2018-03-18
35;;13;1521331200;2018-03-18
35;;25;1521331200;2018-03-18
35;;33;1521331200;2018-03-18
35;;133;1521331200;2018-03-18
35;;1981;1521331200;2018-03-18
35;;2091;1521331200;2018-03-18
35;;17702;1521331200;2018-03-18
35;;77630;1521331200;2018-03-18
35;;152674;1521331200;2018-03-18
35;;17701;1521331200;2018-03-18
36;;3;1520726400;2018-03-11
36;;1427;1520726400;2018-03-11
37;;3;1520294400;2018-03-6
37;;11;1520294400;2018-03-6
37;;36;1520294400;2018-03-6
37;;133;1520294400;2018-03-6
37;;5065;1520294400;2018-03-6
37;;144;1520294400;2018-03-6
38;;3;1520208000;2018-03-5
38;;11;1520208000;2018-03-5
38;;133;1520208000;2018-03-5
38;;145;1520208000;2018-03-5
39;;5556;1516924800;2018-01-26
39;;3;1519344000;2018-02-23
39;;212226;1519344000;2018-02-23
39;;133711;1518048000;2018-02-8
39;;173;1522108800;2018-03-27
39;;212204;1520553600;2018-03-9
39;;8704;1524441600;2018-04-23
39;;9997;1523059200;2018-04-7
40;;3;1519257600;2018-02-22
40;;366819;1528934400;2018-06-14
41;;3;1519171200;2018-02-21
41;;218665;1519171200;2018-02-21
42;;3;1519084800;2018-02-20
42;;11;1519084800;2018-02-20
42;;36;1519084800;2018-02-20
42;;121;1519084800;2018-02-20
42;;133;1519084800;2018-02-20
42;;135;1519084800;2018-02-20
42;;142;1519084800;2018-02-20
42;;145;1519084800;2018-02-20
42;;145;1519084800;2018-02-20
42;;148;1519084800;2018-02-20
42;;175;1519084800;2018-02-20
42;;415;1519084800;2018-02-20
42;;539;1519084800;2018-02-20
42;;3178;1519084800;2018-02-20
42;;6333;1519084800;2018-02-20
42;;31720;1519084800;2018-02-20
42;;6;1519084800;2018-02-20
42;;37668;1519084800;2018-02-20
42;;38188;1519084800;2018-02-20
42;;38205;1519084800;2018-02-20
42;;38293;1519084800;2018-02-20
42;;528;1519084800;2018-02-20
42;;56087;1519084800;2018-02-20
42;;63239;1519084800;2018-02-20
42;;78951;1519084800;2018-02-20
42;;83900;1519084800;2018-02-20
42;;5773;1519084800;2018-02-20
42;;85773;1519084800;2018-02-20
42;;113618;1519084800;2018-02-20
42;;135701;1519084800;2018-02-20
42;;142479;1519084800;2018-02-20
42;;276492;1519084800;2018-02-20
42;;282839;1519084800;2018-02-20
42;;282843;1519084800;2018-02-20
42;;313287;1519084800;2018-02-20
42;;313383;1519084800;2018-02-20
42;;348115;1519084800;2018-02-20
43;;3;1518825600;2018-02-17
43;;933;1518825600;2018-02-17
43;;16264;1518825600;2018-02-17
44;;3;1518566400;2018-02-14
44;;11;1518566400;2018-02-14
44;;133;1518566400;2018-02-14
44;;145;1518566400;2018-02-14
44;;5106;1518566400;2018-02-14
44;;79312;1518566400;2018-02-14
44;;106179;1518566400;2018-02-14
45;;3;1518393600;2018-02-12
45;;5097;1518393600;2018-02-12
45;;9996;1518393600;2018-02-12
46;;245595;1515801600;2018-01-13
46;;3;1518048000;2018-02-8
47;;3;1518048000;2018-02-8
47;;2223;1518048000;2018-02-8
47;;2230;1518048000;2018-02-8
47;;122037;1518048000;2018-02-8
48;;3;1517961600;2018-02-7
48;;121;1517961600;2018-02-7
48;;247648;1517961600;2018-02-7
48;;344047;1517961600;2018-02-7
49;;145;1518307200;2018-02-11
49;;3;1517529600;2018-02-2
50;;121;1516233600;2018-01-18
50;;135389;1516233600;2018-01-18
50;;3;1517443200;2018-02-1
50;;387683;1523577600;2018-04-13
50;;74416;1523836800;2018-04-16
51;;3;1517270400;2018-01-30
51;;15761;1517270400;2018-01-30
51;;4471;1518134400;2018-02-9
52;;3;1517184000;2018-01-29
52;;2308;1517184000;2018-01-29
52;;8226;1517184000;2018-01-29
52;;14596;1517184000;2018-01-29
52;;38293;1517184000;2018-01-29
52;;5059;1517184000;2018-01-29
52;;78811;1517184000;2018-01-29
52;;79097;1517184000;2018-01-29
52;;102352;1517184000;2018-01-29
52;;112412;1517184000;2018-01-29
52;;8985;1517184000;2018-01-29
52;;141800;1517184000;2018-01-29
52;;194689;1517184000;2018-01-29
52;;197234;1517184000;2018-01-29
52;;216904;1517184000;2018-01-29
52;;231503;1517184000;2018-01-29
52;;272543;1517184000;2018-01-29
52;;283995;1517184000;2018-01-29
52;;351146;1517184000;2018-01-29
53;;3;1516924800;2018-01-26
53;;6344;1516924800;2018-01-26
53;;49156;1516924800;2018-01-26
53;;51206;1516924800;2018-01-26
53;;95323;1516924800;2018-01-26
53;;119171;1516924800;2018-01-26
53;;187327;1516924800;2018-01-26
53;;252415;1516924800;2018-01-26
54;;3;1516924800;2018-01-26
54;;302;1516924800;2018-01-26
54;;2400;1516924800;2018-01-26
54;;2988;1516924800;2018-01-26
54;;3008;1516924800;2018-01-26
54;;5063;1516924800;2018-01-26
54;;61917;1516924800;2018-01-26
54;;198707;1516924800;2018-01-26
54;;338408;1516924800;2018-01-26
55;;3;1516492800;2018-01-21
55;;40880;1518652800;2018-02-15
56;;3;1516492800;2018-01-21
56;;11;1516492800;2018-01-21
56;;133;1516492800;2018-01-21
56;;145;1516492800;2018-01-21
56;;446;1516492800;2018-01-21
56;;5086;1516492800;2018-01-21
56;;5065;1515110400;2018-01-5
56;;78945;1518912000;2018-02-18
57;;271446;1515715200;2018-01-12
57;;3;1516320000;2018-01-19
58;;3;1515974400;2018-01-15
58;;173;1515974400;2018-01-15
58;;302;1515974400;2018-01-15
58;;5086;1515974400;2018-01-15
58;;5556;1515974400;2018-01-15
58;;78990;1515974400;2018-01-15
58;;104731;1515974400;2018-01-15
59;;3;1515888000;2018-01-14
59;;36;1515888000;2018-01-14
59;;173;1515888000;2018-01-14
59;;5065;1515888000;2018-01-14
59;;5086;1515888000;2018-01-14
60;;3;1515801600;2018-01-13
60;;36;1515801600;2018-01-13
61;;3;1515628800;2018-01-11
61;;540;1515628800;2018-01-11
61;;2194;1515628800;2018-01-11
61;;2395;1515628800;2018-01-11
61;;4985;1515628800;2018-01-11
61;;6288;1515628800;2018-01-11
61;;25053;1515628800;2018-01-11
61;;84001;1515628800;2018-01-11
61;;129227;1515628800;2018-01-11
61;;29155;1515628800;2018-01-11
61;;17207;1515715200;2018-01-12
61;;19389;1515715200;2018-01-12
61;;9349;1516233600;2018-01-18
61;;1341;1516233600;2018-01-18
61;;52259;1516233600;2018-01-18
61;;56244;1516233600;2018-01-18
61;;79250;1516233600;2018-01-18
61;;81721;1516233600;2018-01-18
61;;168456;1516233600;2018-01-18
61;;185955;1516233600;2018-01-18
61;;243892;1516233600;2018-01-18
61;;358132;1522627200;2018-04-2
61;;22254;1525392000;2018-05-4
61;;4666;1525392000;2018-05-4
61;;6116;1525392000;2018-05-4
61;;128813;1525392000;2018-05-4
61;;169565;1525392000;2018-05-4
61;;185775;1525392000;2018-05-4
61;;29351;1525392000;2018-05-4
62;;3;1515542400;2018-01-10
62;;4677;1516233600;2018-01-18
62;;4679;1516233600;2018-01-18
62;;22287;1516233600;2018-01-18
62;;9889;1522281600;2018-03-29
62;;9833;1522281600;2018-03-29
63;;3;1515542400;2018-01-10
63;;274354;1515542400;2018-01-10
64;;3;1515283200;2018-01-7
64;;2969;1515283200;2018-01-7
64;;2978;1515283200;2018-01-7
64;;2230;1518998400;2018-02-19
65;;3;1515196800;2018-01-6
65;;119636;1515196800;2018-01-6
66;;3;1515024000;2018-01-4
66;;264967;1517443200;2018-02-1
67;;3;1514764800;2018-01-1
67;;14644;1514764800;2018-01-1
67;;17931;1514764800;2018-01-1
67;;143129;1514764800;2018-01-1
67;;219230;1514764800;2018-01-1
67;;289727;1514764800;2018-01-1
68;;2135;1518307200;2018-02-11
68;;33252;1518307200;2018-02-11
68;;406;1518825600;2018-02-17
68;;74468;1518912000;2018-02-18
68;;6910;1518998400;2018-02-19
68;;94085;1518998400;2018-02-19
68;;161371;1518998400;2018-02-19
68;;300920;1518998400;2018-02-19
68;;53080;1519084800;2018-02-20
68;;475;1519344000;2018-02-23
68;;8084;1519603200;2018-02-26
68;;92347;1519689600;2018-02-27
68;;388648;1519689600;2018-02-27
68;;581;1519776000;2018-02-28
68;;4;1517875200;2018-02-6
68;;403;1517875200;2018-02-6
68;;436;1517875200;2018-02-6
68;;932;1517875200;2018-02-6
68;;2054;1517875200;2018-02-6
68;;2109;1517875200;2018-02-6
68;;2179;1517875200;2018-02-6
68;;2237;1517875200;2018-02-6
68;;2278;1517875200;2018-02-6
68;;2290;1517875200;2018-02-6
68;;2476;1517875200;2018-02-6
68;;2783;1517875200;2018-02-6
68;;4848;1517875200;2018-02-6
68;;5001;1517875200;2018-02-6
68;;5496;1517875200;2018-02-6
68;;5524;1517875200;2018-02-6
68;;6234;1517875200;2018-02-6
68;;31663;1517875200;2018-02-6
68;;35652;1517875200;2018-02-6
68;;38477;1517875200;2018-02-6
68;;39008;1517875200;2018-02-6
68;;40538;1517875200;2018-02-6
68;;40817;1517875200;2018-02-6
68;;42168;1517875200;2018-02-6
68;;42312;1517875200;2018-02-6
68;;42697;1517875200;2018-02-6
68;;846;1517875200;2018-02-6
68;;51384;1517875200;2018-02-6
68;;52401;1517875200;2018-02-6
68;;53045;1517875200;2018-02-6
68;;2351;1517875200;2018-02-6
68;;59370;1517875200;2018-02-6
68;;63633;1517875200;2018-02-6
68;;5179;1517875200;2018-02-6
68;;83400;1517875200;2018-02-6
68;;83453;1517875200;2018-02-6
68;;83456;1517875200;2018-02-6
68;;83471;1517875200;2018-02-6
68;;5594;1517875200;2018-02-6
68;;86305;1517875200;2018-02-6
68;;97366;1517875200;2018-02-6
68;;103567;1517875200;2018-02-6
68;;103575;1517875200;2018-02-6
68;;103584;1517875200;2018-02-6
68;;103614;1517875200;2018-02-6
68;;7526;1517875200;2018-02-6
68;;103883;1517875200;2018-02-6
68;;145089;1517875200;2018-02-6
68;;145091;1517875200;2018-02-6
68;;145098;1517875200;2018-02-6
68;;145102;1517875200;2018-02-6
68;;145106;1517875200;2018-02-6
68;;145120;1517875200;2018-02-6
68;;147417;1517875200;2018-02-6
68;;147418;1517875200;2018-02-6
68;;153973;1517875200;2018-02-6
68;;155987;1517875200;2018-02-6
68;;156856;1517875200;2018-02-6
68;;252444;1517875200;2018-02-6
68;;256868;1517875200;2018-02-6
68;;264063;1517875200;2018-02-6
68;;339579;1517875200;2018-02-6
68;;363908;1517875200;2018-02-6
68;;40403;1517961600;2018-02-7
68;;112122;1517961600;2018-02-7
68;;4480;1518134400;2018-02-9
68;;86348;1519862400;2018-03-1
68;;78;1520640000;2018-03-10
68;;400672;1520640000;2018-03-10
68;;52952;1520726400;2018-03-11
68;;10965;1520726400;2018-03-11
68;;33241;1520726400;2018-03-11
68;;519;1520812800;2018-03-12
68;;97352;1521072000;2018-03-15
68;;514;1521244800;2018-03-17
68;;95615;1521244800;2018-03-17
68;;53251;1521417600;2018-03-19
68;;44110;1521504000;2018-03-20
68;;339584;1521504000;2018-03-20
68;;533;1521849600;2018-03-24
68;;112599;1521849600;2018-03-24
68;;141;1522108800;2018-03-27
68;;2050;1522368000;2018-03-30
68;;110361;1520121600;2018-03-4
68;;2075;1520208000;2018-03-5
68;;80351;1520294400;2018-03-6
68;;499;1520380800;2018-03-7
68;;616;1520380800;2018-03-7
68;;710;1520380800;2018-03-7
68;;2159;1520380800;2018-03-7
68;;3299;1520380800;2018-03-7
68;;4619;1520380800;2018-03-7
68;;33101;1520380800;2018-03-7
68;;33101;1520380800;2018-03-7
68;;33243;1520380800;2018-03-7
68;;37031;1520380800;2018-03-7
68;;52124;1520380800;2018-03-7
68;;53125;1520380800;2018-03-7
68;;56051;1520380800;2018-03-7
68;;62042;1520380800;2018-03-7
68;;62061;1520380800;2018-03-7
68;;63030;1520380800;2018-03-7
68;;78529;1520380800;2018-03-7
68;;78599;1520380800;2018-03-7
68;;86051;1520380800;2018-03-7
68;;103501;1520380800;2018-03-7
68;;108973;1520380800;2018-03-7
68;;142307;1520380800;2018-03-7
68;;160214;1520380800;2018-03-7
68;;161221;1520380800;2018-03-7
68;;161224;1520380800;2018-03-7
68;;161242;1520380800;2018-03-7
68;;161267;1520380800;2018-03-7
68;;261375;1520380800;2018-03-7
68;;261376;1520380800;2018-03-7
68;;261377;1520380800;2018-03-7
68;;261380;1520380800;2018-03-7
68;;339581;1520380800;2018-03-7
68;;339587;1520380800;2018-03-7
68;;339591;1520380800;2018-03-7
68;;6487;1520467200;2018-03-8
68;;41674;1520467200;2018-03-8
68;;41790;1520467200;2018-03-8
68;;53057;1520467200;2018-03-8
68;;97351;1520467200;2018-03-8
68;;140259;1520467200;2018-03-8
68;;149490;1520467200;2018-03-8
68;;8646;1520553600;2018-03-9
68;;41250;1520553600;2018-03-9
68;;6759;1523318400;2018-04-10
68;;103170;1523404800;2018-04-11
68;;108886;1523404800;2018-04-11
68;;97215;1523577600;2018-04-13
68;;53201;1523836800;2018-04-16
68;;104135;1523923200;2018-04-17
68;;141443;1524009600;2018-04-18
68;;609;1524528000;2018-04-24
68;;10385;1522800000;2018-04-4
68;;2153;1523145600;2018-04-8
68;;2194;1523232000;2018-04-9
68;;39614;1523232000;2018-04-9
69;;4;1517702400;2018-02-4
69;;31663;1517702400;2018-02-4
69;;55547;1520640000;2018-03-10
70;;4;1516665600;2018-01-23
70;;31663;1516665600;2018-01-23
71;;4;1516233600;2018-01-18
71;;31663;1516233600;2018-01-18
72;;4;1516147200;2018-01-17
72;;403;1516147200;2018-01-17
72;;2348;1516147200;2018-01-17
72;;31663;1516147200;2018-01-17
72;;33430;1516147200;2018-01-17
72;;39648;1516147200;2018-01-17
72;;136451;1516147200;2018-01-17
72;;348154;1516147200;2018-01-17
72;;5262;1519084800;2018-02-20
72;;14592;1519084800;2018-02-20
72;;14606;1519084800;2018-02-20
72;;887;1519084800;2018-02-20
72;;44680;1519084800;2018-02-20
72;;14928;1519084800;2018-02-20
72;;206269;1519084800;2018-02-20
72;;16271;1517788800;2018-02-5
72;;51747;1517788800;2018-02-5
72;;112956;1517788800;2018-02-5
72;;18098;1517788800;2018-02-5
72;;9;1520035200;2018-03-3
72;;24416;1520035200;2018-03-3
72;;102;1520035200;2018-03-3
72;;197173;1524787200;2018-04-27
72;;235178;1524787200;2018-04-27
72;;32726;1526428800;2018-05-16
72;;32976;1526428800;2018-05-16
72;;33177;1526428800;2018-05-16
72;;34317;1526428800;2018-05-16
73;;4;1515715200;2018-01-12
73;;25;1515715200;2018-01-12
73;;33;1515715200;2018-01-12
73;;3736;1515715200;2018-01-12
73;;16148;1515715200;2018-01-12
73;;31663;1515715200;2018-01-12
73;;95344;1515715200;2018-01-12
73;;242019;1515715200;2018-01-12
73;;260608;1515715200;2018-01-12
73;;145933;1518480000;2018-02-13
73;;149927;1518480000;2018-02-13
73;;219736;1518480000;2018-02-13
73;;365197;1526774400;2018-05-20
73;;387503;1530144000;2018-06-28
74;;4;1515628800;2018-01-11
74;;31663;1515628800;2018-01-11
74;;19319;1515974400;2018-01-15
74;;19331;1518134400;2018-02-9
75;;5;1517443200;2018-02-1
75;;9584;1517443200;2018-02-1
76;;5;1517011200;2018-01-27
76;;3554;1517011200;2018-01-27
76;;38784;1517011200;2018-01-27
76;;45687;1517011200;2018-01-27
76;;1292;1517011200;2018-01-27
76;;46320;1517011200;2018-01-27
76;;198596;1517011200;2018-01-27
77;;5;1516838400;2018-01-25
77;;78885;1516838400;2018-01-25
77;;79270;1516838400;2018-01-25
78;;5;1515628800;2018-01-11
78;;168013;1515628800;2018-01-11
78;;354478;1515628800;2018-01-11
79;;5;1515456000;2018-01-9
79;;5112;1515456000;2018-01-9
79;;5122;1515456000;2018-01-9
79;;17289;1525910400;2018-05-10
80;;5;1514851200;2018-01-2
80;;2764;1514851200;2018-01-2
80;;56279;1514851200;2018-01-2
80;;203975;1514851200;2018-01-2
80;;206988;1514851200;2018-01-2
80;;265997;1514851200;2018-01-2
80;;270547;1514851200;2018-01-2
80;;286760;1514851200;2018-01-2
81;;5;1514851200;2018-01-2
81;;9678;1514851200;2018-01-2
81;;15822;1514851200;2018-01-2
81;;343853;1525305600;2018-05-3
81;;356151;1527811200;2018-06-1
82;;6;1517356800;2018-01-31
82;;266291;1517356800;2018-01-31
82;;266332;1517356800;2018-01-31
83;;6;1516752000;2018-01-24
83;;3234;1517356800;2018-01-31
84;;6;1516320000;2018-01-19
84;;134;1516320000;2018-01-19
84;;514;1516320000;2018-01-19
84;;538;1516320000;2018-01-19
84;;5573;1516320000;2018-01-19
84;;9673;1516320000;2018-01-19
84;;24989;1516320000;2018-01-19
84;;38225;1516320000;2018-01-19
84;;38230;1516320000;2018-01-19
84;;41206;1516320000;2018-01-19
84;;44110;1516320000;2018-01-19
84;;78892;1516320000;2018-01-19
84;;79244;1516320000;2018-01-19
84;;83906;1516320000;2018-01-19
84;;83911;1516320000;2018-01-19
84;;84185;1516320000;2018-01-19
84;;102353;1516320000;2018-01-19
84;;446;1516665600;2018-01-23
84;;7389;1516665600;2018-01-23
84;;10761;1516665600;2018-01-23
84;;27896;1516665600;2018-01-23
84;;84243;1516665600;2018-01-23
84;;108817;1516665600;2018-01-23
85;;6;1516147200;2018-01-17
85;;401;1516147200;2018-01-17
85;;9383;1516147200;2018-01-17
85;;68878;1516147200;2018-01-17
85;;126965;1516147200;2018-01-17
86;;2135;1519776000;2018-02-28
86;;33252;1519776000;2018-02-28
86;;7;1521417600;2018-03-19
86;;594;1521936000;2018-03-25
86;;6076;1520121600;2018-03-4
86;;399;1520294400;2018-03-6
86;;2094;1520467200;2018-03-8
86;;31267;1520467200;2018-03-8
87;;7;1521244800;2018-03-17
87;;354;1521244800;2018-03-17
87;;363;1521244800;2018-03-17
87;;32721;1521244800;2018-03-17
87;;2874;1522972800;2018-04-6
87;;6070;1522972800;2018-04-6
87;;15823;1522972800;2018-04-6
88;;3885;1516147200;2018-01-17
88;;7;1520812800;2018-03-12
88;;83042;1520812800;2018-03-12
89;;7;1519689600;2018-02-27
89;;3211;1519689600;2018-02-27
89;;5171;1519689600;2018-02-27
89;;7746;1519689600;2018-02-27
89;;10815;1519689600;2018-02-27
89;;11811;1519689600;2018-02-27
89;;16960;1519689600;2018-02-27
89;;45191;1519689600;2018-02-27
90;;7;1518307200;2018-02-11
90;;373;1518307200;2018-02-11
90;;414;1518307200;2018-02-11
90;;1973;1518307200;2018-02-11
90;;2720;1518307200;2018-02-11
90;;2865;1518307200;2018-02-11
90;;3183;1518307200;2018-02-11
90;;5023;1518307200;2018-02-11
90;;8867;1518307200;2018-02-11
90;;9231;1518307200;2018-02-11
90;;9338;1518307200;2018-02-11
90;;15085;1518307200;2018-02-11
90;;26649;1518307200;2018-02-11
90;;37994;1518307200;2018-02-11
90;;3330;1518307200;2018-02-11
90;;70965;1518307200;2018-02-11
90;;82455;1518307200;2018-02-11
90;;106671;1518307200;2018-02-11
90;;111915;1518307200;2018-02-11
90;;114049;1518307200;2018-02-11
90;;122233;1518307200;2018-02-11
90;;135000;1518307200;2018-02-11
90;;137409;1518307200;2018-02-11
90;;151241;1518307200;2018-02-11
90;;154635;1518307200;2018-02-11
90;;183829;1518307200;2018-02-11
90;;252060;1518307200;2018-02-11
90;;257795;1518307200;2018-02-11
